 Z=  99 A= 227  Es beta2= 0.01 nrho= 200
   r[fm]   rhon0[fm-3]    rhon2          rhon4          rhon6          rhon8          rhop0[fm-3]    rhop2          rhop4          rhop6          rhop8        
  10.200   1.278445E-04   2.821376E-06  -1.292585E-07   1.088824E-08   2.548524E-09   5.941159E-05   2.651690E-06  -1.089032E-07  -9.374770E-09   5.446415E-09
  10.300   1.051484E-04   2.248542E-06  -9.279835E-08   8.075528E-09   1.929963E-09   4.837671E-05   2.133356E-06  -7.465194E-08  -9.251199E-09   4.340721E-09
  10.400   8.663814E-05   1.809372E-06  -6.539234E-08   5.928003E-09   1.448091E-09   3.957957E-05   1.732029E-06  -4.951809E-08  -8.815867E-09   3.458262E-09
  10.500   7.148557E-05   1.471975E-06  -4.496238E-08   4.300042E-09   1.074921E-09   3.252343E-05   1.419853E-06  -3.127249E-08  -8.186287E-09   2.753891E-09
  10.600   5.903629E-05   1.211591E-06  -2.987605E-08   3.076023E-09   7.878054E-10   2.682666E-05   1.175414E-06  -1.819937E-08  -7.448282E-09   2.191510E-09
  10.700   4.877293E-05   1.009140E-06  -1.885847E-08   2.164413E-09   5.685170E-10   2.219636E-05   9.823437E-07  -8.985367E-09  -6.663629E-09   1.742362E-09
  10.800   4.028576E-05   8.500494E-07  -1.091968E-08   1.492962E-09   4.024508E-10   1.840773E-05   8.281989E-07  -2.630378E-09  -5.875928E-09   1.383581E-09
  10.900   3.324940E-05   7.232845E-07  -5.295160E-09   1.004814E-09   2.779457E-10   1.528808E-05   7.035708E-07   1.623302E-09  -5.115094E-09   1.097000E-09
  11.000   2.740445E-05   6.205805E-07  -1.397764E-09   6.554012E-10   1.857164E-10   1.270451E-05   6.013909E-07   4.346833E-09  -4.400764E-09   8.681724E-10
  11.100   2.254309E-05   5.358202E-07   1.221026E-09   4.099443E-10   1.183901E-10   1.055435E-05   5.163852E-07   5.968539E-09  -3.744894E-09   6.855960E-10
