 Z= 101 A= 227  Md beta2= 0.01 nrho= 200
   r[fm]   rhon0[fm-3]    rhon2          rhon4          rhon6          rhon8          rhop0[fm-3]    rhop2          rhop4          rhop6          rhop8        
   9.000   1.466770E-03   2.692794E-05  -1.053608E-05   7.852250E-07   5.456679E-08   1.006166E-03   3.807451E-05  -1.291397E-05   8.791864E-07   1.093060E-07
   9.100   1.180157E-03   2.111721E-05  -8.424718E-06   6.322333E-07   4.456990E-08   7.971262E-04   3.054552E-05  -1.039918E-05   7.012677E-07   9.006465E-08
   9.200   9.488007E-04   1.641171E-05  -6.690221E-06   5.061085E-07   3.603443E-08   6.306885E-04   2.439233E-05  -8.333752E-06   5.567952E-07   7.371033E-08
   9.300   7.627518E-04   1.264423E-05  -5.278157E-06   4.029279E-07   2.884266E-08   4.987955E-04   1.940726E-05  -6.650854E-06   4.403450E-07   5.995659E-08
   9.400   6.135770E-04   9.660695E-06  -4.138293E-06   3.191121E-07   2.285906E-08   3.946808E-04   1.540026E-05  -5.289486E-06   3.471006E-07   4.850227E-08
   9.500   4.942152E-04   7.323012E-06  -3.225409E-06   2.514663E-07   1.794022E-08   3.127358E-04   1.220182E-05  -4.195259E-06   2.728715E-07   3.904758E-08
   9.600   3.988213E-04   5.510262E-06  -2.499670E-06   1.971939E-07   1.394280E-08   2.483671E-04   9.664052E-06  -3.320655E-06   2.140764E-07   3.130613E-08
   9.700   3.226050E-04   4.118775E-06  -1.926639E-06   1.538870E-07   1.072954E-08   1.978535E-04   7.660499E-06  -2.624900E-06   1.677032E-07   2.501293E-08
   9.800   2.616757E-04   3.061307E-06  -1.477043E-06   1.195031E-07   8.173395E-09   1.582099E-04   6.084856E-06  -2.073563E-06   1.312536E-07   1.992927E-08
   9.900   2.128983E-04   2.265670E-06  -1.126369E-06   9.233124E-08   6.160143E-09   1.270622E-04   4.849142E-06  -1.637978E-06   1.026814E-07   1.584491E-08
  10.000   1.737635E-04   1.673025E-06  -8.543594E-07   7.095464E-08   4.589559E-09   1.025368E-04   3.881534E-06  -1.294579E-06   8.032874E-08   1.257827E-08
  10.100   1.422743E-04   1.236074E-06  -6.444739E-07   5.421083E-08   3.375583E-09   8.316440E-05   3.124096E-06  -1.024208E-06   6.286507E-08   9.975173E-09
  10.200   1.168487E-04   9.172611E-07  -4.833450E-07   4.115388E-08   2.445726E-09   6.779914E-05   2.530581E-06  -8.114415E-07   4.923116E-08   7.906646E-09
  10.300   9.623787E-05   6.871001E-07  -3.602682E-07   3.101916E-08   1.739965E-09   5.555121E-05   2.064401E-06  -6.439676E-07   3.858936E-08   6.266194E-09
