 Z= 110 A= 250  10 beta2= 0.41 nrho= 200
   r[fm]   rhon0[fm-3]    rhon2          rhon4          rhon6          rhon8          rhop0[fm-3]    rhop2          rhop4          rhop6          rhop8        
   0.000   8.418903E-02  -4.499593E-16  -6.661338E-16  -7.755747E-16   2.002685E-16   6.252532E-02  -3.413484E-16  -4.579670E-16  -5.754264E-16  -1.144392E-15
   0.100   8.414924E-02  -3.900531E-06   2.715188E-08   2.351183E-11   7.123838E-15   6.251305E-02   1.486059E-05   1.066977E-08  -3.562340E-12  -1.173002E-15
   0.200   8.403160E-02  -1.511306E-05   4.314253E-07   1.494582E-09   1.383870E-12   6.247688E-02   5.852189E-05   1.692300E-07  -2.280312E-10  -5.927949E-14
   0.300   8.384125E-02  -3.221569E-05   2.158822E-06   1.683016E-08   3.503692E-11   6.241870E-02   1.282662E-04   8.442659E-07  -2.595899E-09  -1.589145E-12
   0.400   8.358653E-02  -5.298542E-05   6.711723E-06   9.305256E-08   3.437996E-10   6.234156E-02   2.197084E-04   2.613707E-06  -1.457009E-08  -1.729064E-11
   0.500   8.327867E-02  -7.460443E-05   1.603950E-05   3.476661E-07   2.002449E-09   6.224950E-02   3.270067E-04   6.212066E-06  -5.548316E-08  -1.136339E-10
   0.600   8.293131E-02  -9.392226E-05   3.238987E-05   1.011962E-06   8.370503E-09   6.214741E-02   4.431477E-04   1.246024E-05  -1.652206E-07  -5.410658E-10
   0.700   8.255995E-02  -1.077506E-04   5.812642E-05   2.475530E-06   2.778597E-08   6.204072E-02   5.602941E-04   2.218162E-05  -4.149544E-07  -2.054263E-09
   0.800   8.218133E-02  -1.131651E-04   9.552012E-05   5.324948E-06   7.780681E-08   6.193519E-02   6.701819E-04   3.610950E-05  -9.193829E-07  -6.583291E-09
   0.900   8.181265E-02  -1.077880E-04   1.465254E-04   1.036948E-05   1.910942E-07   6.183665E-02   7.645492E-04   5.479160E-05  -1.849634E-06  -1.847086E-08
   1.000   8.147090E-02  -9.002793E-05   2.125542E-04   1.864719E-05   4.227341E-07   6.175062E-02   8.355790E-04   7.849880E-05  -3.445643E-06  -4.652356E-08
