 Z= 104 A= 230  Rf beta2= 0.00 nrho= 200
   r[fm]   rhon0[fm-3]    rhon2          rhon4          rhon6          rhon8          rhop0[fm-3]    rhop2          rhop4          rhop6          rhop8        
   2.300   8.799792E-02   2.007011E-11   3.901421E-12  -4.860551E-12  -2.291902E-12   6.233152E-02  -2.101356E-12  -3.022582E-14   3.002074E-12   5.157201E-13
   2.400   8.713424E-02   1.629548E-11   5.182958E-12  -3.859672E-12  -2.234597E-12   6.315510E-02   6.383371E-13  -1.277218E-12   3.105501E-12   8.498682E-13
   2.500   8.633797E-02   1.316823E-11   5.956444E-12  -2.915886E-12  -2.404052E-12   6.400047E-02   3.704158E-12  -2.148844E-12   2.881935E-12   9.206488E-13
   2.600   8.564553E-02   1.062093E-11   6.198084E-12  -2.216567E-12  -1.976050E-12   6.483414E-02   6.544177E-12  -2.618052E-12   2.249704E-12   1.453177E-12
   2.700   8.508375E-02   9.117976E-12   5.591902E-12  -1.256981E-12  -1.989997E-12   6.562534E-02   9.196501E-12  -2.976577E-12   1.782896E-12   1.454250E-12
   2.800   8.466880E-02   8.144326E-12   4.184299E-12   2.749913E-13  -2.107855E-12   6.634738E-02   1.101412E-11  -3.294354E-12   1.862305E-12   1.235500E-12
   2.900   8.440582E-02   8.691414E-12   2.410697E-12   1.192684E-12  -1.875873E-12   6.697851E-02   1.286584E-11  -3.382607E-12   1.541117E-12   1.212855E-12
   3.000   8.428925E-02   7.787555E-12   1.593725E-12   1.581472E-12  -1.465923E-12   6.750265E-02   1.218211E-11  -2.237002E-12   9.505543E-13   1.249032E-12
   3.100   8.430377E-02   6.968923E-12   1.386370E-12   1.178336E-12  -9.855930E-13   6.790970E-02   1.069777E-11  -5.162641E-13  -1.526131E-15   1.223140E-12
   3.200   8.442586E-02   6.931546E-12   1.053720E-12   4.747893E-13   5.424417E-14   6.819560E-02   9.377680E-12   9.290173E-13  -9.156034E-13   1.685918E-12
   3.300   8.462576E-02   7.516183E-12   7.083501E-13  -3.745275E-14   2.524099E-13   6.836205E-02   8.515744E-12   1.891060E-12  -1.239293E-12   1.323732E-12
   3.400   8.486985E-02   5.309644E-12   1.060631E-12  -3.896637E-14   1.626324E-13   6.841602E-02   5.315664E-12   2.903053E-12  -7.208591E-13   6.540628E-13
   3.500   8.512309E-02   3.400079E-12   2.547566E-12  -1.523316E-12   8.810529E-13   6.836907E-02   2.946489E-12   4.299061E-12  -1.323005E-12   8.281104E-13
   3.600   8.535156E-02   4.419842E-13   4.411221E-12  -2.573482E-12   6.237507E-13   6.823649E-02   3.551110E-13   5.326448E-12  -1.274945E-12   1.402166E-13
   3.700   8.552469E-02  -1.524028E-12   5.062846E-12  -2.920827E-12   9.248831E-13   6.803634E-02  -4.764293E-13   4.671471E-12  -5.515587E-13   1.389292E-13
   3.800   8.561733E-02  -5.946135E-12   7.235962E-12  -3.503846E-12   9.010797E-13   6.778846E-02  -2.863432E-12   4.992590E-12  -5.155070E-14  -5.726250E-14
   3.900   8.561122E-02  -9.103685E-12   9.174661E-12  -4.071292E-12  -1.667951E-14   6.751349E-02  -3.473484E-12   4.880679E-12   2.956816E-13  -9.431075E-13
   4.000   8.549597E-02  -1.335963E-11   1.040372E-11  -4.052153E-12   9.142259E-14   6.723183E-02  -4.844883E-12   4.133589E-12   9.237720E-13  -6.863489E-13
   4.100   8.526937E-02  -1.511894E-11   1.019274E-11  -2.634765E-12  -1.158253E-12   6.696272E-02  -3.819689E-12   2.243965E-12   2.550365E-12  -1.581321E-12
   4.200   8.493708E-02  -1.585027E-11   9.408349E-12  -1.385377E-12  -1.857290E-12   6.672329E-02  -2.224816E-12   2.794535E-13   3.657110E-12  -1.846405E-12
   4.300   8.451164E-02  -1.693189E-11   9.528982E-12  -1.319740E-12  -1.540723E-12   6.652781E-02  -1.518070E-12  -2.982302E-13   3.335146E-12  -1.122419E-12
   4.400   8.401098E-02  -1.593754E-11   8.226836E-12  -3.223388E-13  -2.331884E-12   6.638683E-02   3.194401E-13  -1.533732E-12   3.534832E-12  -1.384471E-12
   4.500   8.345642E-02  -1.349577E-11   5.047046E-12   1.836961E-12  -2.561935E-12   6.630662E-02   2.555117E-12  -3.882613E-12   4.593329E-12  -1.154863E-12
   4.600   8.287038E-02  -1.249934E-11   3.918199E-12   2.625520E-12  -2.925952E-12   6.628852E-02   2.430385E-12  -3.660749E-12   4.182974E-12  -1.106369E-12
   4.700   8.227400E-02  -1.015870E-11   2.014056E-12   3.161217E-12  -2.557758E-12   6.632863E-02   2.725590E-12  -3.743880E-12   3.505898E-12  -4.759096E-13
   4.800   8.168475E-02  -7.900867E-12  -3.449324E-13   4.076846E-12  -1.947898E-12   6.641744E-02   2.267779E-12  -3.952307E-12   3.232995E-12   2.711207E-13
   4.900   8.111433E-02  -5.740705E-12  -5.153586E-13   2.988076E-12  -8.262794E-13   6.653988E-02   1.279700E-12  -1.992573E-12   1.215476E-12   1.358422E-12
   5.000   8.056700E-02  -2.025422E-12  -2.405638E-12   3.265507E-12  -9.272291E-13   6.667541E-02   1.574609E-12  -1.721675E-12   6.827309E-13   1.182285E-12
   5.100   8.003842E-02  -9.471799E-13  -3.097304E-12   3.046482E-12  -4.104647E-13   6.679849E-02  -5.174998E-13  -6.171938E-13   1.392282E-14   1.440832E-12
   5.200   7.951524E-02  -6.473984E-13  -2.345457E-12   2.269356E-12  -4.947205E-13   6.687922E-02  -2.982470E-12   1.494908E-12  -9.381326E-13   1.061538E-12
   5.300   7.897531E-02   2.654139E-13  -2.808712E-12   2.004210E-12  -7.135282E-14   6.688436E-02  -4.277965E-12   1.924544E-12  -1.064714E-12   1.063540E-12
   5.400   7.838872E-02   4.741485E-13  -1.896504E-12   4.549746E-13   1.051438E-12   6.677851E-02  -5.540039E-12   3.175751E-12  -2.212577E-12   1.740834E-12
   5.500   7.771939E-02  -7.139768E-13  -1.279019E-12   2.648462E-13   9.243395E-13   6.652557E-02  -7.372987E-12   3.605449E-12  -1.811918E-12   1.192141E-12
   5.600   7.692728E-02  -2.905186E-13  -1.019653E-12  -1.011499E-13   6.883516E-13   6.609033E-02  -6.877737E-12   3.241678E-12  -1.461595E-12   5.878883E-13
   5.700   7.597092E-02  -3.116201E-13  -8.677538E-13  -6.234620E-13   1.200982E-12   6.544016E-02  -6.134606E-12   2.425643E-12  -1.216451E-12   7.870983E-13
   5.800   7.481024E-02  -3.834274E-13  -5.942330E-13  -6.117283E-13   4.694581E-13   6.454672E-02  -4.911027E-12   1.499821E-12  -4.750145E-13  -1.318053E-13
   5.900   7.340922E-02   4.544899E-13  -1.268839E-12  -3.015985E-14  -2.511511E-13   6.338747E-02  -2.428632E-12  -4.444986E-13   7.311668E-13  -9.441375E-13
   6.000   7.173855E-02   1.132749E-12  -2.016887E-12   3.657210E-13  -2.147451E-13   6.194709E-02   7.176851E-14  -2.432065E-12   1.620738E-12  -9.214642E-13
   6.100   6.977767E-02   3.369466E-12  -3.772628E-12   1.616548E-12  -1.155106E-12   6.021850E-02   4.086150E-12  -5.258096E-12   3.161142E-12  -1.745097E-12
   6.200   6.751647E-02   5.457650E-12  -5.369299E-12   2.445787E-12  -1.437470E-12   5.820352E-02   7.801720E-12  -7.715599E-12   4.114474E-12  -1.861038E-12
   6.300   6.495616E-02   7.341102E-12  -7.155224E-12   3.596415E-12  -1.899905E-12   5.591315E-02   1.101728E-11  -1.006485E-11   5.182715E-12  -2.079374E-12
   6.400   6.210961E-02   9.582147E-12  -8.686062E-12   4.382547E-12  -2.268871E-12   5.336733E-02   1.422584E-11  -1.188134E-11   5.747271E-12  -2.188063E-12
   6.500   5.900082E-02   1.238911E-11  -1.050087E-11   5.022184E-12  -2.202668E-12   5.059424E-02   1.755789E-11  -1.366729E-11   6.028342E-12  -1.855796E-12
   6.600   5.566392E-02   1.479145E-11  -1.203439E-11   5.565086E-12  -2.155526E-12   4.762922E-02   2.009489E-11  -1.492658E-11   6.133507E-12  -1.560056E-12
   6.700   5.214142E-02   1.616267E-11  -1.264501E-11   5.435753E-12  -1.702182E-12   4.451338E-02   2.126045E-11  -1.508251E-11   5.542713E-12  -9.083108E-13
   6.800   4.848228E-02   1.747055E-11  -1.318248E-11   5.318203E-12  -1.284000E-12   4.129183E-02   2.206580E-11  -1.502787E-11   4.965804E-12  -3.362509E-13
   6.900   4.473946E-02   1.783541E-11  -1.298956E-11   4.719366E-12  -6.497928E-13   3.801192E-02   2.172450E-11  -1.418109E-11   3.954868E-12   3.869331E-13
   7.000   4.096760E-02   1.744571E-11  -1.220461E-11   3.788257E-12   1.054557E-13   3.472129E-02   2.051495E-11  -1.274731E-11   2.690162E-12   1.164812E-12
   7.100   3.722063E-02   1.630425E-11  -1.092368E-11   2.677596E-12   8.513988E-13   3.146613E-02   1.852804E-11  -1.087447E-11   1.340256E-12   1.871617E-12
   7.200   3.354958E-02   1.450419E-11  -9.153881E-12   1.315462E-12   1.675318E-12   2.828948E-02   1.593058E-11  -8.618262E-12  -1.491105E-13   2.595759E-12
   7.300   3.000078E-02   1.204314E-11  -6.946267E-12  -1.955574E-13   2.418550E-12   2.522991E-02   1.279340E-11  -6.062848E-12  -1.677950E-12   3.197928E-12
   7.400   2.661438E-02   9.517939E-12  -4.871915E-12  -1.482392E-12   3.067614E-12   2.232041E-02   9.710173E-12  -3.760232E-12  -2.896934E-12   3.675114E-12
   7.500   2.342335E-02   6.600655E-12  -2.580925E-12  -2.779034E-12   3.583069E-12   1.958768E-02   6.422188E-12  -1.395896E-12  -4.036059E-12   3.998136E-12
   7.600   2.045290E-02   3.899282E-12  -4.517038E-13  -3.964907E-12   4.058979E-12   1.705175E-02   3.499497E-12   6.889333E-13  -5.002748E-12   4.274786E-12
   7.700   1.772038E-02   1.306554E-12   1.379402E-12  -4.786400E-12   4.248808E-12   1.472598E-02   8.446376E-13   2.372108E-12  -5.568445E-12   4.275412E-12
   7.800   1.523551E-02  -1.077412E-12   3.013433E-12  -5.416598E-12   4.310966E-12   1.261730E-02  -1.463456E-12   3.773989E-12  -5.919245E-12   4.161961E-12
   7.900   1.300099E-02  -3.029436E-12   4.280097E-12  -5.789793E-12   4.214172E-12   1.072674E-02  -3.246274E-12   4.765186E-12  -6.019018E-12   3.919599E-12
   8.000   1.101329E-02  -4.608724E-12   5.209846E-12  -5.905299E-12   3.966698E-12   9.050178E-03  -4.587182E-12   5.396550E-12  -5.878367E-12   3.556419E-12
   8.100   9.263657E-03  -5.630589E-12   5.674232E-12  -5.728251E-12   3.604147E-12   7.579147E-03  -5.339927E-12   5.569100E-12  -5.477613E-12   3.109507E-12
   8.200   7.739183E-03  -6.174053E-12   5.795821E-12  -5.367802E-12   3.162523E-12   6.301772E-03  -5.615737E-12   5.426139E-12  -4.934825E-12   2.617210E-12
   8.300   6.423885E-03  -6.311934E-12   5.611222E-12  -4.839971E-12   2.665564E-12   5.203677E-03  -5.508025E-12   5.018311E-12  -4.271398E-12   2.102004E-12
   8.400   5.299738E-03  -6.076638E-12   5.182321E-12  -4.213874E-12   2.164509E-12   4.268865E-03  -5.069896E-12   4.417162E-12  -3.555394E-12   1.607767E-12
   8.500   4.347623E-03  -5.528751E-12   4.518299E-12  -3.459343E-12   1.611268E-12   3.480510E-03  -4.373086E-12   3.637898E-12  -2.758027E-12   1.086750E-12
   8.600   3.548134E-03  -4.777357E-12   3.759204E-12  -2.716161E-12   1.107611E-12   2.821641E-03  -3.534216E-12   2.820435E-12  -2.013448E-12   6.342961E-13
   8.700   2.882256E-03  -3.857717E-12   2.891840E-12  -1.941709E-12   6.151740E-13   2.275712E-03  -2.586629E-12   1.946592E-12  -1.272113E-12   2.058099E-13
   8.800   2.331882E-03  -2.872172E-12   2.010627E-12  -1.210260E-12   1.790875E-13   1.827033E-03  -1.630106E-12   1.105213E-12  -6.017330E-13  -1.581482E-13
   8.900   1.880185E-03  -1.870094E-12   1.154002E-12  -5.408883E-13  -1.962314E-13   1.461083E-03  -7.060247E-13   3.264391E-13  -1.462275E-14  -4.568653E-13
   9.000   1.511866E-03  -8.799771E-13   3.347846E-13   7.076122E-14  -5.258527E-13   1.164705E-03   1.677638E-13  -3.875617E-13   5.022917E-13  -7.105452E-13
   9.100   1.213273E-03   2.018998E-14  -3.889922E-13   5.870178E-13  -7.874535E-13   9.262107E-04   9.230578E-13  -9.872622E-13   9.172830E-13  -8.995111E-13
   9.200   9.724371E-04   8.334773E-13  -1.024664E-12   1.021707E-12  -9.948707E-13   7.353892E-04   1.574262E-12  -1.489321E-12   1.250190E-12  -1.040134E-12
   9.300   7.790242E-04   1.539245E-12  -1.561583E-12   1.372087E-12  -1.148097E-12   5.834668E-04   2.110798E-12  -1.890995E-12   1.503109E-12  -1.134117E-12
   9.400   6.242405E-04   2.113052E-12  -1.984976E-12   1.633560E-12  -1.248758E-12   4.630130E-04   2.516015E-12  -2.183332E-12   1.674715E-12  -1.184195E-12
   9.500   5.006989E-04   2.567667E-12  -2.306818E-12   1.818078E-12  -1.305502E-12   3.678190E-04   2.810343E-12  -2.383669E-12   1.779469E-12  -1.199049E-12
   9.600   4.022672E-04   2.909459E-12  -2.537964E-12   1.938565E-12  -1.327525E-12   2.927615E-04   3.005645E-12  -2.506648E-12   1.832143E-12  -1.188293E-12
   9.700   3.239095E-04   3.142415E-12  -2.681283E-12   1.997444E-12  -1.318362E-12   2.336594E-04   3.109474E-12  -2.557219E-12   1.835654E-12  -1.154918E-12
   9.800   2.615291E-04   3.284483E-12  -2.755360E-12   2.011477E-12  -1.287978E-12   1.871358E-04   3.142058E-12  -2.555116E-12   1.806769E-12  -1.108183E-12
   9.900   2.118221E-04   3.344035E-12  -2.765386E-12   1.982963E-12  -1.236785E-12   1.504876E-04   3.112501E-12  -2.505492E-12   1.747067E-12  -1.047513E-12
  10.000   1.721434E-04   3.334027E-12  -2.725357E-12   1.925362E-12  -1.174925E-12   1.215682E-04   3.033498E-12  -2.421711E-12   1.669145E-12  -9.822622E-13
  10.100   1.403884E-04   3.270412E-12  -2.645611E-12   1.843334E-12  -1.102553E-12   9.868504E-05   2.920018E-12  -2.312906E-12   1.576365E-12  -9.114507E-13
  10.200   1.148918E-04   3.159199E-12  -2.532902E-12   1.743608E-12  -1.025022E-12   8.051096E-05   2.776216E-12  -2.184110E-12   1.474050E-12  -8.395092E-13
  10.300   9.434091E-05   3.016071E-12  -2.398891E-12   1.633284E-12  -9.452644E-13   6.601045E-05   2.615856E-12  -2.045283E-12   1.367955E-12  -7.684630E-13
  10.400   7.770459E-05   2.846858E-12  -2.248114E-12   1.515214E-12  -8.644201E-13   5.437863E-05   2.442367E-12  -1.898948E-12   1.259463E-12  -6.985738E-13
  10.500   6.417451E-05   2.659320E-12  -2.086312E-12   1.393194E-12  -7.846017E-13   4.499171E-05   2.261194E-12  -1.748983E-12   1.151080E-12  -6.312249E-13
  10.600   5.311780E-05   2.460555E-12  -1.918891E-12   1.270433E-12  -7.069043E-13   3.736729E-05   2.077188E-12  -1.599026E-12   1.044833E-12  -5.668676E-13
  10.700   4.403910E-05   2.256186E-12  -1.749954E-12   1.149461E-12  -6.326045E-13   3.113277E-05   1.893871E-12  -1.451568E-12   9.422161E-13  -5.062555E-13
  10.800   3.655044E-05   2.050630E-12  -1.582499E-12   1.031769E-12  -5.619838E-13   2.600053E-05   1.713759E-12  -1.308175E-12   8.438221E-13  -4.492212E-13
  10.900   3.034742E-05   1.848338E-12  -1.419755E-12   9.193514E-13  -4.960842E-13   2.174845E-05   1.539680E-12  -1.170886E-12   7.509381E-13  -3.964937E-13
  11.000   2.519054E-05   1.651847E-12  -1.263285E-12   8.127363E-13  -4.346559E-13   1.820478E-05   1.372756E-12  -1.040236E-12   6.634871E-13  -3.475499E-13
  11.100   2.089061E-05   1.464377E-12  -1.115395E-12   7.132831E-13  -3.783504E-13   1.523635E-05   1.215092E-12  -9.177532E-13   5.824000E-13  -3.028753E-13
  11.200   1.729739E-05   1.287456E-12  -9.768879E-13   6.211172E-13  -3.268520E-13   1.273941E-05   1.067313E-12  -8.036210E-13   5.074759E-13  -2.620401E-13
  11.300   1.429072E-05   1.122647E-12  -8.488098E-13   5.367971E-13  -2.804226E-13   1.063268E-05   9.303183E-13  -6.984511E-13   4.390674E-13  -2.252555E-13
  11.400   1.177379E-05   9.709462E-13  -7.316472E-13   4.603547E-13  -2.388264E-13   8.851873E-06   8.046183E-13  -6.024282E-13   3.770767E-13  -1.922656E-13
  11.500   9.667828E-06   8.329509E-13  -6.256813E-13   3.917988E-13  -2.019468E-13   7.345603E-06   6.905069E-13  -5.156656E-13   3.214654E-13  -1.629754E-13
  11.600   7.908126E-06   7.087142E-13  -5.307686E-13   3.308527E-13  -1.694804E-13   6.072245E-06   5.878618E-13  -4.379442E-13   2.719625E-13  -1.371245E-13
  11.700   6.440989E-06   5.981249E-13  -4.466797E-13   2.772351E-13  -1.411856E-13   4.997584E-06   4.965191E-13  -3.690469E-13   2.283422E-13  -1.145371E-13
  11.800   5.221424E-06   5.006791E-13  -3.729069E-13   2.305018E-13  -1.167402E-13   4.093062E-06   4.160047E-13  -3.085332E-13   1.902429E-13  -9.496400E-14
  11.900   4.211393E-06   4.156979E-13  -3.088241E-13   1.901456E-13  -9.579375E-14   3.334498E-06   3.457378E-13  -2.558904E-13   1.572637E-13  -7.813637E-14
  12.000   3.378514E-06   3.423502E-13  -2.537166E-13   1.556331E-13  -7.801311E-14   2.701154E-06   2.850322E-13  -2.105465E-13   1.289901E-13  -6.380502E-14
  12.100   2.695065E-06   2.796730E-13  -2.067880E-13   1.263963E-13  -6.305559E-14   2.175060E-06   2.330989E-13  -1.718642E-13   1.049775E-13  -5.170927E-14
  12.200   2.137243E-06   2.266302E-13  -1.671988E-13   1.018504E-13  -5.057854E-14   1.740543E-06   1.890920E-13  -1.391700E-13   8.476462E-14  -4.158535E-14
  12.300   1.684583E-06   1.821808E-13  -1.341226E-13   8.143610E-14  -4.026443E-14   1.383875E-06   1.521665E-13  -1.118036E-13   6.791085E-14  -3.318922E-14
  12.400   1.319506E-06   1.452831E-13  -1.067424E-13   6.460924E-14  -3.181120E-14   1.093031E-06   1.214731E-13  -8.910724E-14   5.398341E-14  -2.628582E-14
  12.500   1.026952E-06   1.149447E-13  -8.428919E-14   5.086637E-14  -2.494457E-14   8.574938E-07   9.620312E-14  -7.046148E-14   4.258089E-14  -2.066100E-14
  12.600   7.940685E-07   9.022609E-14  -6.604010E-14   3.973872E-14  -1.941243E-14   6.681046E-07   7.558713E-14  -5.527967E-14   3.332592E-14  -1.611557E-14
  12.700   6.099513E-07   7.027082E-14  -5.134236E-14   3.080904E-14  -1.499450E-14   5.169357E-07   5.892315E-14  -4.303148E-14   2.588212E-14  -1.247528E-14
  12.800   4.654037E-07   5.430555E-14  -3.960949E-14   2.370514E-14  -1.149599E-14   3.971732E-07   4.557526E-14  -3.323811E-14   1.994735E-14  -9.584724E-15
  12.900   3.527261E-07   4.164503E-14  -3.032508E-14   1.810221E-14  -8.748875E-15   3.030094E-07   3.497837E-14  -2.547646E-14   1.525682E-14  -7.309116E-15
  13.000   2.655220E-07   3.169289E-14  -2.304145E-14   1.372029E-14  -6.609151E-15   2.295370E-07   2.663963E-14  -1.937854E-14   1.158121E-14  -5.532204E-15
  13.100   1.985209E-07   2.393683E-14  -1.737598E-14   1.032204E-14  -4.956360E-15   1.726488E-07   2.013450E-14  -1.462881E-14   8.725363E-15  -4.156424E-15
  13.200   1.474169E-07   1.794343E-14  -1.300607E-14   7.708330E-15  -3.689951E-15   1.289399E-07   1.510312E-14  -1.096047E-14   6.524933E-15  -3.099895E-15
  13.300   1.087226E-07   1.335058E-14  -9.663182E-15   5.714338E-15  -2.727313E-15   9.561513E-08   1.124414E-14  -8.150825E-15   4.843391E-15  -2.295074E-15
  13.400   7.963872E-08   9.860117E-15  -7.126930E-15   4.205438E-15  -2.001389E-15   7.040242E-08   8.309088E-15  -6.016704E-15   3.568904E-15  -1.686924E-15
  13.500   5.793795E-08   7.229002E-15  -5.218173E-15   3.072693E-15  -1.458235E-15   5.147294E-08   6.095025E-15  -4.408866E-15   2.610696E-15  -1.231013E-15
  13.600   4.186410E-08   5.261582E-15  -3.793114E-15   2.229049E-15  -1.055016E-15   3.736902E-08   4.438347E-15  -3.207271E-15   1.896032E-15  -8.919435E-16
  13.700   3.004469E-08   3.802039E-15  -2.737485E-15   1.605545E-15  -7.579248E-16   2.694008E-08   3.208563E-15  -2.316333E-15   1.367135E-15  -6.416763E-16
  13.800   2.141658E-08   2.727802E-15  -1.961649E-15   1.148329E-15  -5.407161E-16   1.928656E-08   2.302927E-15  -1.660969E-15   9.788056E-16  -4.584015E-16
  13.900   1.516350E-08   1.943234E-15  -1.395799E-15   8.155822E-16  -3.830936E-16   1.371181E-08   1.641155E-15  -1.182593E-15   6.958517E-16  -3.251948E-16
  14.000   1.066417E-08   1.374613E-15  -9.862403E-16   5.752414E-16  -2.695578E-16   9.681336E-09   1.161307E-15  -8.360842E-16   4.912439E-16  -2.291009E-16
  14.100   7.449831E-09   9.656173E-16  -6.920330E-16   4.029400E-16  -1.883820E-16   6.788806E-09   8.160195E-16  -5.869931E-16   3.444028E-16  -1.602987E-16
  14.200   5.169758E-09   6.736291E-16  -4.822540E-16   2.803213E-16  -1.307610E-16   4.728099E-09   5.694192E-16  -4.092657E-16   2.397966E-16  -1.113941E-16
  14.300   3.563793E-09   4.667136E-16  -3.337732E-16   1.936951E-16  -9.015532E-17   3.270640E-09   3.946072E-16  -2.833933E-16   1.658242E-16  -7.688575E-17
  14.400   2.440550E-09   3.211582E-16  -2.294454E-16   1.329394E-16  -6.174541E-17   2.247242E-09   2.715974E-16  -1.949004E-16   1.138964E-16  -5.271233E-17
  14.500   1.660392E-09   2.195065E-16  -1.566677E-16   9.063174E-17  -4.200827E-17   1.533755E-09   1.856673E-16  -1.331359E-16   7.770478E-17  -3.589862E-17
  14.600   1.122267E-09   1.490245E-16  -1.062606E-16   6.137860E-17  -2.839219E-17   1.039847E-09   1.260715E-16  -9.033550E-17   5.265997E-17  -2.428612E-17
  14.700   7.536312E-10   1.005012E-16  -7.159458E-17   4.129393E-17  -1.906417E-17   7.003387E-10   8.503407E-17  -6.088713E-17   3.545133E-17  -1.632218E-17
  14.800   5.028221E-10   6.732999E-17  -4.792063E-17   2.759988E-17  -1.271781E-17   4.685867E-10   5.697495E-17  -4.076774E-17   2.370955E-17  -1.089827E-17
  14.900   3.333324E-10   4.481147E-17  -3.186534E-17   1.832726E-17  -8.429392E-18   3.114817E-10   3.792365E-17  -2.711761E-17   1.575328E-17  -7.229566E-18
  15.000   2.195651E-10   2.963012E-17  -2.105174E-17   1.209140E-17  -5.551238E-18   2.057091E-10   2.507799E-17  -1.792052E-17   1.039910E-17  -4.764997E-18
  15.100   1.437099E-10   1.946525E-17  -1.381814E-17   7.926160E-18  -3.632540E-18   1.349802E-10   1.647595E-17  -1.176611E-17   6.820514E-18  -3.120518E-18
  15.200   9.346783E-11   1.270535E-17  -9.011973E-18   5.162640E-18  -2.361958E-18   8.800330E-11   1.075479E-17  -7.675664E-18   4.444783E-18  -2.030574E-18
  15.300   6.040941E-11   8.240086E-18  -5.840070E-18   3.341356E-18  -1.526140E-18   5.701078E-11   6.975350E-18  -4.975299E-18   2.878168E-18  -1.312985E-18
  15.400   3.879969E-11   5.310224E-18  -3.760629E-18   2.148974E-18  -9.799250E-19   3.669952E-11   4.495319E-18  -3.204495E-18   1.851954E-18  -8.436570E-19
