 Z= 108 A= 248  Hs beta2= 0.38 nrho= 200
   r[fm]   rhon0[fm-3]    rhon2          rhon4          rhon6          rhon8          rhop0[fm-3]    rhop2          rhop4          rhop6          rhop8        
  10.800   1.603796E-04   2.235755E-04   1.173567E-04   3.285692E-05   3.060330E-06   9.610273E-05   1.410250E-04   8.527250E-05   3.445016E-05   1.141349E-05
  10.900   1.295810E-04   1.796737E-04   9.268772E-05   2.522071E-05   2.299594E-06   7.654840E-05   1.114374E-04   6.655091E-05   2.691257E-05   9.311826E-06
  11.000   1.049061E-04   1.446896E-04   7.318773E-05   1.915587E-05   1.617059E-06   6.112769E-05   8.823042E-05   5.187519E-05   2.089112E-05   7.522379E-06
  11.100   8.514316E-05   1.168471E-04   5.784577E-05   1.439162E-05   1.028850E-06   4.897545E-05   7.006965E-05   4.043465E-05   1.612402E-05   6.021320E-06
  11.200   6.930591E-05   9.469374E-05   4.581971E-05   1.068804E-05   5.380652E-07   3.939627E-05   5.587476E-05   3.155762E-05   1.238062E-05   4.777944E-06
  11.300   5.659786E-05   7.705313E-05   3.641741E-05   7.837981E-06   1.397728E-07   3.183563E-05   4.478002E-05   2.469515E-05   9.462570E-06   3.758822E-06
  11.400   4.637962E-05   6.298021E-05   2.907692E-05   5.666483E-06  -1.753197E-07   2.585453E-05   3.609796E-05   1.940417E-05   7.202832E-06   2.930750E-06
  11.500   3.814068E-05   5.172138E-05   2.334691E-05   4.028512E-06  -4.183208E-07   2.110759E-05   2.928717E-05   1.533105E-05   5.463225E-06   2.262667E-06
  11.600   3.147522E-05   4.267958E-05   1.886845E-05   2.805779E-06  -6.005123E-07   1.732451E-05   2.392435E-05   1.219636E-05   4.131212E-06   1.726764E-06
  11.700   2.606179E-05   3.538428E-05   1.535858E-05   1.903145E-06  -7.323908E-07   1.429468E-05   1.968062E-05   9.781278E-06   3.116352E-06   1.298954E-06
  11.800   2.164638E-05   2.946627E-05   1.259595E-05   1.245008E-06  -8.231979E-07   1.185447E-05   1.630180E-05   7.915790E-06   2.346780E-06   9.589197E-07
  11.900   1.802861E-05   2.463681E-05   1.040862E-05   7.719205E-07  -8.807766E-07   9.877073E-06   1.359226E-05   6.468699E-06   1.765918E-06   6.898638E-07
  12.000   1.505050E-05   2.067064E-05   8.663831E-06   4.375672E-07  -9.116252E-07   8.264293E-06   1.140193E-05   5.339374E-06   1.329552E-06   4.781103E-07
  12.100   1.258751E-05   1.739228E-05   7.259682E-06   2.061639E-07  -9.210558E-07   6.940121E-06   9.615976E-06   4.451037E-06   1.003332E-06   3.126336E-07
  12.200   1.054134E-05   1.466505E-05   6.118351E-06   5.028424E-08  -9.133914E-07   5.845672E-06   8.146635E-06   3.745398E-06   7.606897E-07   1.845885E-07
  12.300   8.834274E-06   1.238249E-05   5.180693E-06  -5.092145E-08  -8.921630E-07   4.935259E-06   6.926884E-06   3.178403E-06   5.811439E-07   8.687738E-08
  12.400   7.404723E-06   1.046150E-05   4.401959E-06  -1.131625E-07  -8.602829E-07   4.173349E-06   5.905523E-06   2.716911E-06   4.489550E-07   1.377745E-08
  12.500   6.203698E-06   8.837037E-06   3.748419E-06  -1.481546E-07  -8.201864E-07   3.532219E-06   5.043397E-06   2.336114E-06   3.520637E-07  -3.936529E-08
  12.600   5.192061E-06   7.457976E-06   3.194726E-06  -1.645287E-07  -7.739393E-07   2.990144E-06   4.310490E-06   2.017528E-06   2.812651E-07  -7.637644E-08
  12.700   4.338370E-06   6.283866E-06   2.721847E-06  -1.685507E-07  -7.233160E-07   2.530017E-06   3.683699E-06   1.747451E-06   2.295679E-07  -1.004356E-07
  12.800   3.617201E-06   5.282444E-06   2.315472E-06  -1.646884E-07  -6.698528E-07   2.138271E-06   3.145141E-06   1.515772E-06   1.916978E-07  -1.142109E-07
  12.900   3.007833E-06   4.427713E-06   1.964772E-06  -1.560603E-07  -6.148837E-07   1.804062E-06   2.680849E-06   1.315052E-06   1.637110E-07  -1.199550E-07
  13.000   2.493232E-06   3.698464E-06   1.661460E-06  -1.447866E-07  -5.595628E-07   1.518639E-06   2.279795E-06   1.139819E-06   1.426917E-07  -1.195745E-07
  13.100   2.059261E-06   3.077154E-06   1.399072E-06  -1.322648E-07  -5.048789E-07   1.274857E-06   1.933139E-06   9.860310E-07   1.265145E-07  -1.146792E-07
  13.200   1.694073E-06   2.549062E-06   1.172439E-06  -1.193823E-07  -4.516657E-07   1.066813E-06   1.633670E-06   8.506664E-07   1.136565E-07  -1.066177E-07
  13.300   1.387646E-06   2.101651E-06   9.772968E-07  -1.066772E-07  -4.006096E-07   8.895656E-07   1.375392E-06   7.314187E-07   1.030491E-07  -9.650697E-08
  13.400   1.131428E-06   1.724110E-06   8.100132E-07  -9.445892E-08  -3.522574E-07   7.389238E-07   1.153219E-06   6.264713E-07   9.396072E-08  -8.525600E-08
  13.500   9.180720E-07   1.407010E-06   6.673990E-07  -8.289353E-08  -3.070240E-07   6.112920E-07   9.627531E-07   5.343367E-07   8.590555E-08  -7.358766E-08
  13.600   7.412245E-07   1.142060E-06   5.465873E-07  -7.206354E-08  -2.652017E-07   5.035532E-07   8.001323E-07   4.537437E-07   7.857253E-08  -6.205971E-08
  13.700   5.953771E-07   9.219383E-07   4.449593E-07  -6.200631E-08  -2.269703E-07   4.129847E-07   6.619215E-07   3.835634E-07   7.177165E-08  -5.108518E-08
  13.800   4.757444E-07   7.401590E-07   3.601040E-07  -5.273731E-08  -1.924085E-07   3.371953E-07   5.450408E-07   3.227625E-07   6.539378E-08  -4.095240E-08
  13.900   3.781716E-07   5.909862E-07   2.897991E-07  -4.426227E-08  -1.615063E-07   2.740793E-07   4.467176E-07   2.703769E-07   5.938162E-08  -3.184448E-08
  14.000   2.990591E-07   4.693612E-07   2.320053E-07  -3.658219E-08  -1.341779E-07   2.217819E-07   3.644547E-07   2.254993E-07   5.370912E-08  -2.385797E-08
  14.100   2.353006E-07   3.708459E-07   1.848658E-07  -2.969399E-08  -1.102749E-07   1.786724E-07   2.960088E-07   1.872747E-07   4.836755E-08  -1.702028E-08
  14.200   1.842290E-07   2.915720E-07   1.467085E-07  -2.358911E-08  -8.959958E-08   1.433220E-07   2.393736E-07   1.549017E-07   4.335635E-08  -1.130562E-08
  14.300   1.435688E-07   2.281945E-07   1.160459E-07  -1.825146E-08  -7.191762E-08   1.144852E-07   1.927670E-07   1.276357E-07   3.867756E-08  -6.649305E-09
  14.400   1.113919E-07   1.778460E-07   9.157204E-08  -1.365579E-08  -5.697015E-08   9.108292E-08   1.546177E-07   1.047917E-07   3.433259E-08  -2.960117E-09
  14.500   8.607769E-08   1.380910E-07   7.215657E-08  -9.766901E-09  -4.448459E-08   7.218648E-08   1.235520E-07   8.574732E-08   3.032059E-08  -1.307709E-10
  14.600   6.627485E-08   1.068807E-07   5.683447E-08  -6.539939E-09  -3.418434E-08   5.700257E-08   9.837915E-08   6.994382E-08   2.663776E-08   1.953492E-09
  14.700   5.086626E-08   8.250901E-08   4.479349E-08  -3.921552E-09  -2.579695E-08   4.485865E-08   7.807652E-08   5.688526E-08   2.327731E-08   3.408137E-09
  14.800   3.893645E-08   6.356895E-08   3.535936E-08  -1.851815E-09  -1.906083E-08   3.518904E-08   6.177342E-08   4.613661E-08   2.022964E-08   4.344229E-09
  14.900   2.974179E-08   4.891185E-08   2.797985E-08  -2.665615E-10  -1.373041E-08   2.752162E-08   4.873513E-08   3.732033E-08   1.748269E-08   4.864803E-09
  15.000   2.268349E-08   3.760902E-08   2.220857E-08   9.001188E-10  -9.579797E-09   2.146537E-08   3.834683E-08   3.011197E-08   1.502237E-08   5.062527E-09
  15.100   1.728358E-08   2.891673E-08   1.768912E-08   1.713489E-09  -6.405158E-09   1.669884E-08   3.009819E-08   2.423525E-08   1.283289E-08   5.018423E-09
  15.200   1.316371E-08   2.224487E-08   1.414025E-08   2.236057E-09  -4.025833E-09   1.295969E-08   2.356883E-08   1.945680E-08   1.089721E-08   4.801452E-09
  15.300   1.002681E-08   1.712920E-08   1.134234E-08   2.525872E-09  -2.284473E-09   1.003524E-08   1.841493E-08   1.558090E-08   9.197344E-09   4.468754E-09
